fold_id,split,speaker,utterance_id,wav_path,transcript_path,textgrid_path,annotation_path,duration_seconds,audio_pcm_sha256
held_out_ska,train,ABA,arctic_a0025,speakers/ABA/wav/arctic_a0025.wav,speakers/ABA/transcript/arctic_a0025.txt,speakers/ABA/textgrid/arctic_a0025.TextGrid,speakers/ABA/annotation/arctic_a0025.TextGrid,4.7,dd9e88cbf34f9cdcb8617c3a8f4752f5a73fb5d4f844e173d9793efbb2d67ec1
held_out_ska,train,ABA,arctic_a0026,speakers/ABA/wav/arctic_a0026.wav,speakers/ABA/transcript/arctic_a0026.txt,speakers/ABA/textgrid/arctic_a0026.TextGrid,speakers/ABA/annotation/arctic_a0026.TextGrid,4.462426304,be26c9ed357b16e568f9311af44f930bb1ee8cdf5461b8f3d94c31da0446b2aa
held_out_ska,train,ABA,arctic_a0027,speakers/ABA/wav/arctic_a0027.wav,speakers/ABA/transcript/arctic_a0027.txt,speakers/ABA/textgrid/arctic_a0027.TextGrid,speakers/ABA/annotation/arctic_a0027.TextGrid,5.433106576,4e2a220ba400b9cb06f83dc85f9f2bad46e9de6541522114bbef1807b3485b1e
held_out_ska,train,ABA,arctic_a0028,speakers/ABA/wav/arctic_a0028.wav,speakers/ABA/transcript/arctic_a0028.txt,speakers/ABA/textgrid/arctic_a0028.TextGrid,speakers/ABA/annotation/arctic_a0028.TextGrid,2.754875283,d775e1adda7c57a2a9d1cd5ba77f7fccbe2e3087224cba7e637a4cdf8a0c6abd
held_out_ska,train,ABA,arctic_a0029,speakers/ABA/wav/arctic_a0029.wav,speakers/ABA/transcript/arctic_a0029.txt,speakers/ABA/textgrid/arctic_a0029.TextGrid,speakers/ABA/annotation/arctic_a0029.TextGrid,4.169115646,85b3e3add355a4ab9b367852d3544ba48756b0e7e8f7f09253c25d986e241f8b
held_out_ska,train,ABA,arctic_a0030,speakers/ABA/wav/arctic_a0030.wav,speakers/ABA/transcript/arctic_a0030.txt,speakers/ABA/textgrid/arctic_a0030.TextGrid,speakers/ABA/annotation/arctic_a0030.TextGrid,1.473265306,3fb71f5147a4e61cb4e1d4c0803555611e5a139e7781e59a4a27b09efc7b9dd3
held_out_ska,train,ABA,arctic_a0031,speakers/ABA/wav/arctic_a0031.wav,speakers/ABA/transcript/arctic_a0031.txt,speakers/ABA/textgrid/arctic_a0031.TextGrid,speakers/ABA/annotation/arctic_a0031.TextGrid,3.256961451,a52892cc792d472603d6bb66e28f0eb116b9d57199f7911c8026dc7a0dc5e2ec
held_out_ska,train,ABA,arctic_a0032,speakers/ABA/wav/arctic_a0032.wav,speakers/ABA/transcript/arctic_a0032.txt,speakers/ABA/textgrid/arctic_a0032.TextGrid,speakers/ABA/annotation/arctic_a0032.TextGrid,6.307981859,1cf6b07c3b5eb052701a4c8efeb23063cfdced253296c4f0a5652cead392e0ee
held_out_ska,train,ABA,arctic_a0033,speakers/ABA/wav/arctic_a0033.wav,speakers/ABA/transcript/arctic_a0033.txt,speakers/ABA/textgrid/arctic_a0033.TextGrid,,6.14,f7ae0be5588d8cd9b19006820a6a6d6192cacbfbf536ee1414edda16159b715b
held_out_ska,train,ABA,arctic_a0034,speakers/ABA/wav/arctic_a0034.wav,speakers/ABA/transcript/arctic_a0034.txt,speakers/ABA/textgrid/arctic_a0034.TextGrid,,4.682471655,3b288f0075f3757c11c019d4d35a121129e6a7d2277feb182211fa395fa1c4f3
held_out_ska,train,ABA,arctic_a0035,speakers/ABA/wav/arctic_a0035.wav,speakers/ABA/transcript/arctic_a0035.txt,speakers/ABA/textgrid/arctic_a0035.TextGrid,,5.586825397,279463e482f1351f64d5561a799d7761d92f3ad38e693a66e587329f7897c501
held_out_ska,train,ABA,arctic_a0037,speakers/ABA/wav/arctic_a0037.wav,speakers/ABA/transcript/arctic_a0037.txt,speakers/ABA/textgrid/arctic_a0037.TextGrid,speakers/ABA/annotation/arctic_a0037.TextGrid,2.817346939,0d61a54288f3e75c9d02a402d57422ad3b025ec6c11e7ed9f9f30b20efae36d1
held_out_ska,train,ABA,arctic_a0038,speakers/ABA/wav/arctic_a0038.wav,speakers/ABA/transcript/arctic_a0038.txt,speakers/ABA/textgrid/arctic_a0038.TextGrid,speakers/ABA/annotation/arctic_a0038.TextGrid,2.4,bca13551de7abab2e82384f5c752b5554df41d8cb39a2c5d2643b4a23a7da146
held_out_ska,train,ABA,arctic_a0039,speakers/ABA/wav/arctic_a0039.wav,speakers/ABA/transcript/arctic_a0039.txt,speakers/ABA/textgrid/arctic_a0039.TextGrid,speakers/ABA/annotation/arctic_a0039.TextGrid,3.851972789,2ee3308070f0f63a9af5c850ad58aba0beec21f99bd33115a9053ad1be7348d6
held_out_ska,train,ABA,arctic_a0041,speakers/ABA/wav/arctic_a0041.wav,speakers/ABA/transcript/arctic_a0041.txt,speakers/ABA/textgrid/arctic_a0041.TextGrid,speakers/ABA/annotation/arctic_a0041.TextGrid,2.88,2ebcf3588b5384ae186bd744a004368b555f0713680d08b3e83a4f24b048b4fa
held_out_ska,train,ABA,arctic_a0042,speakers/ABA/wav/arctic_a0042.wav,speakers/ABA/transcript/arctic_a0042.txt,speakers/ABA/textgrid/arctic_a0042.TextGrid,speakers/ABA/annotation/arctic_a0042.TextGrid,3.985918367,2546d99573becc71a0579acdbdffc7c3de63e88fdd2001d1faab3bb508516709
held_out_ska,train,ABA,arctic_a0043,speakers/ABA/wav/arctic_a0043.wav,speakers/ABA/transcript/arctic_a0043.txt,speakers/ABA/textgrid/arctic_a0043.TextGrid,,6.34,9093fc97baccc705f20e06c7e4fcb1da46c50c7d311f696cb60b384e084af1c2
held_out_ska,train,ABA,arctic_a0044,speakers/ABA/wav/arctic_a0044.wav,speakers/ABA/transcript/arctic_a0044.txt,speakers/ABA/textgrid/arctic_a0044.TextGrid,,4.511405896,434741141817786e8f158590d3db353d47dbbc090051987fbe9358a4f8b5b6f1
held_out_ska,train,ABA,arctic_a0045,speakers/ABA/wav/arctic_a0045.wav,speakers/ABA/transcript/arctic_a0045.txt,speakers/ABA/textgrid/arctic_a0045.TextGrid,speakers/ABA/annotation/arctic_a0045.TextGrid,3.172494331,4efb37b4c16227e257dd9064b7b226baec7f4af99f321b6ee503f5d57b94d404
held_out_ska,train,ABA,arctic_a0047,speakers/ABA/wav/arctic_a0047.wav,speakers/ABA/transcript/arctic_a0047.txt,speakers/ABA/textgrid/arctic_a0047.TextGrid,speakers/ABA/annotation/arctic_a0047.TextGrid,5.069319728,82460750052fb408705521a20dabba4440d9cdae84c2fe7967a15d182c3ef3bc
held_out_ska,train,ABA,arctic_a0048,speakers/ABA/wav/arctic_a0048.wav,speakers/ABA/transcript/arctic_a0048.txt,speakers/ABA/textgrid/arctic_a0048.TextGrid,speakers/ABA/annotation/arctic_a0048.TextGrid,3.869365079,68dd48a4477840d1df78f5b0cd6cccd0e774aa2dc2117633815322c8963810aa
held_out_ska,train,ABA,arctic_a0049,speakers/ABA/wav/arctic_a0049.wav,speakers/ABA/transcript/arctic_a0049.txt,speakers/ABA/textgrid/arctic_a0049.TextGrid,,4.3,8326a7d3b77c245f6c250a61dad212cbc476fe23bbf6feeede914946639cd896
held_out_ska,train,ABA,arctic_a0050,speakers/ABA/wav/arctic_a0050.wav,speakers/ABA/transcript/arctic_a0050.txt,speakers/ABA/textgrid/arctic_a0050.TextGrid,,5.706530612,9a1219240292aa896859782a926793ad23d0481b94d407d0aca9eb540d807c75
held_out_ska,train,ABA,arctic_a0051,speakers/ABA/wav/arctic_a0051.wav,speakers/ABA/transcript/arctic_a0051.txt,speakers/ABA/textgrid/arctic_a0051.TextGrid,speakers/ABA/annotation/arctic_a0051.TextGrid,5.37,cef27adc5a138d603aa7317f0533728912286320b2a22d2aec4c897ad1ee1164
held_out_ska,train,ABA,arctic_a0052,speakers/ABA/wav/arctic_a0052.wav,speakers/ABA/transcript/arctic_a0052.txt,speakers/ABA/textgrid/arctic_a0052.TextGrid,speakers/ABA/annotation/arctic_a0052.TextGrid,2.017981859,8587426f277bf71dc14c437297e93d51ce3cfc7c4c5082e0248cc0c093ff0d21
held_out_ska,train,ABA,arctic_a0053,speakers/ABA/wav/arctic_a0053.wav,speakers/ABA/transcript/arctic_a0053.txt,speakers/ABA/textgrid/arctic_a0053.TextGrid,speakers/ABA/annotation/arctic_a0053.TextGrid,3.917301587,d86373dc10213ff4c0fcfbc7231a460fcaeb0350d9a6ebeb325e96e0407d1dd9
held_out_ska,train,ABA,arctic_a0054,speakers/ABA/wav/arctic_a0054.wav,speakers/ABA/transcript/arctic_a0054.txt,speakers/ABA/textgrid/arctic_a0054.TextGrid,speakers/ABA/annotation/arctic_a0054.TextGrid,1.988639456,6d59b747975574057a7d7f367213ffe30bfbc7cd1594ba9546b1ac056cb703a6
held_out_ska,train,ABA,arctic_a0055,speakers/ABA/wav/arctic_a0055.wav,speakers/ABA/transcript/arctic_a0055.txt,speakers/ABA/textgrid/arctic_a0055.TextGrid,,6.023650794,a23c208ff45c1fe279cd2c23392e9dbfb21d172761036a888698170ea95a68e0
held_out_ska,train,ABA,arctic_a0056,speakers/ABA/wav/arctic_a0056.wav,speakers/ABA/transcript/arctic_a0056.txt,speakers/ABA/textgrid/arctic_a0056.TextGrid,,4.19,d02248decf1dcb3df7498dd92c000ce7c0ada12548386945d91a9f0169026217
held_out_ska,train,ABA,arctic_a0057,speakers/ABA/wav/arctic_a0057.wav,speakers/ABA/transcript/arctic_a0057.txt,speakers/ABA/textgrid/arctic_a0057.TextGrid,,2.330884354,ec2e6d5c52693e0174512edf842d8f220f1ba390df29a15673eeb3baa0a07b6a
held_out_ska,train,ABA,arctic_a0058,speakers/ABA/wav/arctic_a0058.wav,speakers/ABA/transcript/arctic_a0058.txt,speakers/ABA/textgrid/arctic_a0058.TextGrid,speakers/ABA/annotation/arctic_a0058.TextGrid,5.244535147,9fd6b3f3894e571d64729aca884ea160e12d560ca3f74387ea89c7f46af18b18
held_out_ska,train,ABA,arctic_a0059,speakers/ABA/wav/arctic_a0059.wav,speakers/ABA/transcript/arctic_a0059.txt,speakers/ABA/textgrid/arctic_a0059.TextGrid,speakers/ABA/annotation/arctic_a0059.TextGrid,2.9,5afbd4631a5764a0ebc5ec8914d298edcea885badd5170fcd5764e598d42aea0
held_out_ska,train,ABA,arctic_a0060,speakers/ABA/wav/arctic_a0060.wav,speakers/ABA/transcript/arctic_a0060.txt,speakers/ABA/textgrid/arctic_a0060.TextGrid,speakers/ABA/annotation/arctic_a0060.TextGrid,2.75,132b438e8a3a496228a071c6fb1a5b9c58d7b5720834ab1d10399ee1fc4ba3ba
held_out_ska,train,ABA,arctic_a0061,speakers/ABA/wav/arctic_a0061.wav,speakers/ABA/transcript/arctic_a0061.txt,speakers/ABA/textgrid/arctic_a0061.TextGrid,,4.58675737,d84852673dcfe73cc83223b9656d8971a34683e8a421b711f015466bff0d62d3
held_out_ska,train,ABA,arctic_a0062,speakers/ABA/wav/arctic_a0062.wav,speakers/ABA/transcript/arctic_a0062.txt,speakers/ABA/textgrid/arctic_a0062.TextGrid,speakers/ABA/annotation/arctic_a0062.TextGrid,2.882131519,9d4f7fb57167ab670240f9cde8f02bed68dee9a0e027af4040d35b777b9796c5
held_out_ska,train,ABA,arctic_a0063,speakers/ABA/wav/arctic_a0063.wav,speakers/ABA/transcript/arctic_a0063.txt,speakers/ABA/textgrid/arctic_a0063.TextGrid,speakers/ABA/annotation/arctic_a0063.TextGrid,3.047641723,746f1bc234d12f46ae7abc681b51f443d48f75cfbc6173562227f54997efacf8
held_out_ska,train,ABA,arctic_a0064,speakers/ABA/wav/arctic_a0064.wav,speakers/ABA/transcript/arctic_a0064.txt,speakers/ABA/textgrid/arctic_a0064.TextGrid,speakers/ABA/annotation/arctic_a0064.TextGrid,4.028027211,334a3359cbffac87ee903b352a7c6c2f2f635d0785461ae3c50d7fde929b67d4
held_out_ska,train,ABA,arctic_a0067,speakers/ABA/wav/arctic_a0067.wav,speakers/ABA/transcript/arctic_a0067.txt,speakers/ABA/textgrid/arctic_a0067.TextGrid,speakers/ABA/annotation/arctic_a0067.TextGrid,4.04,e9a016a1c8e4cf182bbec7e2ba0a42bf753dc8da1aaaab85c3a8a4790de63c62
held_out_ska,train,ABA,arctic_a0068,speakers/ABA/wav/arctic_a0068.wav,speakers/ABA/transcript/arctic_a0068.txt,speakers/ABA/textgrid/arctic_a0068.TextGrid,,3.16,d19fa024ee34385a2b6637e20eb74a9aab2dc81fbe4adf609e2c66c2e32d6604
held_out_ska,train,ABA,arctic_a0069,speakers/ABA/wav/arctic_a0069.wav,speakers/ABA/transcript/arctic_a0069.txt,speakers/ABA/textgrid/arctic_a0069.TextGrid,,4.53,acff291976fc7c8d571a5aeaca92dead51063b350f016b09e2c707ba5422ac95
held_out_ska,train,ABA,arctic_a0071,speakers/ABA/wav/arctic_a0071.wav,speakers/ABA/transcript/arctic_a0071.txt,speakers/ABA/textgrid/arctic_a0071.TextGrid,speakers/ABA/annotation/arctic_a0071.TextGrid,4.033446712,ba6ca169f6d24c324de96fbf230b3767e8a4a1d129caf6df31bf892d841a9461
held_out_ska,train,ABA,arctic_a0072,speakers/ABA/wav/arctic_a0072.wav,speakers/ABA/transcript/arctic_a0072.txt,speakers/ABA/textgrid/arctic_a0072.TextGrid,,2.167981859,7790dc0d6cfb868d40b22661be491f11943dd89cc47b6aac8c19acc7a7aae665
held_out_ska,train,ABA,arctic_a0073,speakers/ABA/wav/arctic_a0073.wav,speakers/ABA/transcript/arctic_a0073.txt,speakers/ABA/textgrid/arctic_a0073.TextGrid,speakers/ABA/annotation/arctic_a0073.TextGrid,5.860725624,e8a239602d046e8e6e38955fd4501a7e4641e83db46f3d8211a267ad3d41eca3
held_out_ska,train,ABA,arctic_a0074,speakers/ABA/wav/arctic_a0074.wav,speakers/ABA/transcript/arctic_a0074.txt,speakers/ABA/textgrid/arctic_a0074.TextGrid,,4.109183673,1824bba74ac04f4f2d147e9926f2c563f3d47ccd1276d6e89f0e9c175cc961d5
held_out_ska,train,ABA,arctic_a0075,speakers/ABA/wav/arctic_a0075.wav,speakers/ABA/transcript/arctic_a0075.txt,speakers/ABA/textgrid/arctic_a0075.TextGrid,speakers/ABA/annotation/arctic_a0075.TextGrid,3.33,1c90b995725191c75510566773b9bd998211a7ffd7f2ebe28b46013986564492
held_out_ska,train,ABA,arctic_a0076,speakers/ABA/wav/arctic_a0076.wav,speakers/ABA/transcript/arctic_a0076.txt,speakers/ABA/textgrid/arctic_a0076.TextGrid,speakers/ABA/annotation/arctic_a0076.TextGrid,4.103015873,4fba353f98a55cda55fc0f9516c297675eae3c5f862d4440f62e7f30403b6efc
held_out_ska,train,ABA,arctic_a0077,speakers/ABA/wav/arctic_a0077.wav,speakers/ABA/transcript/arctic_a0077.txt,speakers/ABA/textgrid/arctic_a0077.TextGrid,speakers/ABA/annotation/arctic_a0077.TextGrid,2.946190476,499846f9a83920bfc20536f9972e53e2743a06a5cbdab8c18716b77238bbd8ca
held_out_ska,train,ABA,arctic_a0078,speakers/ABA/wav/arctic_a0078.wav,speakers/ABA/transcript/arctic_a0078.txt,speakers/ABA/textgrid/arctic_a0078.TextGrid,speakers/ABA/annotation/arctic_a0078.TextGrid,4.080770975,caaec3d5d20b67ba57788fa23a0fa92fbcce8c934280ec95ab8bc70cdf31c6f5
held_out_ska,train,ABA,arctic_a0080,speakers/ABA/wav/arctic_a0080.wav,speakers/ABA/transcript/arctic_a0080.txt,speakers/ABA/textgrid/arctic_a0080.TextGrid,,2.606031746,bce116d7c65a593eb25ecf34aa7afbf41f4fad6673d021d4265ddf7142ac6694
held_out_ska,train,ABA,arctic_a0081,speakers/ABA/wav/arctic_a0081.wav,speakers/ABA/transcript/arctic_a0081.txt,speakers/ABA/textgrid/arctic_a0081.TextGrid,speakers/ABA/annotation/arctic_a0081.TextGrid,2.555238095,a2587ea1bd93faebbc5953f72cc09636ea843c7927cef63a7035c09e53f20d3a
held_out_ska,train,ABA,arctic_a0082,speakers/ABA/wav/arctic_a0082.wav,speakers/ABA/transcript/arctic_a0082.txt,speakers/ABA/textgrid/arctic_a0082.TextGrid,speakers/ABA/annotation/arctic_a0082.TextGrid,3.154557823,0d383dca7117d1e72d4e81fe1d213565c47db79bad8de7a7dd520c6c1db84e7f
held_out_ska,train,ABA,arctic_a0084,speakers/ABA/wav/arctic_a0084.wav,speakers/ABA/transcript/arctic_a0084.txt,speakers/ABA/textgrid/arctic_a0084.TextGrid,,6.1330839,59b5194fba9db712c8fe23267bd7f5c5bbce952e93c4c2acee5f0172ddc904a0
held_out_ska,train,ABA,arctic_a0085,speakers/ABA/wav/arctic_a0085.wav,speakers/ABA/transcript/arctic_a0085.txt,speakers/ABA/textgrid/arctic_a0085.TextGrid,speakers/ABA/annotation/arctic_a0085.TextGrid,3.340113379,77a8b6308843fc28e07eb587fc5054e0d3f223261ed767e0492995e488214285
held_out_ska,train,ABA,arctic_a0088,speakers/ABA/wav/arctic_a0088.wav,speakers/ABA/transcript/arctic_a0088.txt,speakers/ABA/textgrid/arctic_a0088.TextGrid,speakers/ABA/annotation/arctic_a0088.TextGrid,5.581587302,52941ffa18232ea4ccdebb6390174fcf80fe071ca7793509405a7f1d71f05fe1
held_out_ska,train,ABA,arctic_a0089,speakers/ABA/wav/arctic_a0089.wav,speakers/ABA/transcript/arctic_a0089.txt,speakers/ABA/textgrid/arctic_a0089.TextGrid,speakers/ABA/annotation/arctic_a0089.TextGrid,3.869501134,9e881c274adcf4f9b26b71ad117c8b66b94e129fd37206bb04cf7a7382ed389a
held_out_ska,train,ABA,arctic_a0090,speakers/ABA/wav/arctic_a0090.wav,speakers/ABA/transcript/arctic_a0090.txt,speakers/ABA/textgrid/arctic_a0090.TextGrid,speakers/ABA/annotation/arctic_a0090.TextGrid,2.694376417,d50a98da147c44c96dce3a93942578ae27104a4d4ebcaae5510cdf8a8ac99a8b
held_out_ska,train,ABA,arctic_a0091,speakers/ABA/wav/arctic_a0091.wav,speakers/ABA/transcript/arctic_a0091.txt,speakers/ABA/textgrid/arctic_a0091.TextGrid,speakers/ABA/annotation/arctic_a0091.TextGrid,4.867687075,2b843431075c4bddc904de3a088c01e5fc546138b228eb98fead07cff6993b74
held_out_ska,train,ABA,arctic_a0092,speakers/ABA/wav/arctic_a0092.wav,speakers/ABA/transcript/arctic_a0092.txt,speakers/ABA/textgrid/arctic_a0092.TextGrid,speakers/ABA/annotation/arctic_a0092.TextGrid,5.696077098,eaacf494f862154512ecd85e7e9513cea9facbe1aafd0885c204d6ada632de44
held_out_ska,train,ABA,arctic_a0093,speakers/ABA/wav/arctic_a0093.wav,speakers/ABA/transcript/arctic_a0093.txt,speakers/ABA/textgrid/arctic_a0093.TextGrid,speakers/ABA/annotation/arctic_a0093.TextGrid,3.290748299,69361965594af0724dd5309ff57a4b5529205b15db34f9db197bc3abaa45276d
held_out_ska,train,ABA,arctic_a0094,speakers/ABA/wav/arctic_a0094.wav,speakers/ABA/transcript/arctic_a0094.txt,speakers/ABA/textgrid/arctic_a0094.TextGrid,speakers/ABA/annotation/arctic_a0094.TextGrid,4.453854875,75cf442c12127b7b5cea60152525638346751d042e88a2cd503e912079e1358e
held_out_ska,train,ABA,arctic_a0095,speakers/ABA/wav/arctic_a0095.wav,speakers/ABA/transcript/arctic_a0095.txt,speakers/ABA/textgrid/arctic_a0095.TextGrid,speakers/ABA/annotation/arctic_a0095.TextGrid,4.977823129,8791a2ca9652c78781d082313e100056b9354e0193c9649a7a5f9b2f32c43168
held_out_ska,train,ABA,arctic_a0096,speakers/ABA/wav/arctic_a0096.wav,speakers/ABA/transcript/arctic_a0096.txt,speakers/ABA/textgrid/arctic_a0096.TextGrid,speakers/ABA/annotation/arctic_a0096.TextGrid,5.579047619,9a00725456109c94eb45745a39b897731a9331c8ab49ec95c88e0e3d4ad23037
held_out_ska,train,ABA,arctic_a0097,speakers/ABA/wav/arctic_a0097.wav,speakers/ABA/transcript/arctic_a0097.txt,speakers/ABA/textgrid/arctic_a0097.TextGrid,speakers/ABA/annotation/arctic_a0097.TextGrid,5.732086168,9d03bbe8bd71301b27974053af5e878c52a184a116497918e2eb6c5b8d45afdc
